ID,PM2.5,PM2.5_PopWtd,NO2,NO2_PopWtd,Access_City,Access_Motor,Access_Walk,Diabetes,Obesity,Smoking,COPD,COPD_F,COPD_M,CVD,CVD_F,CVD_M,HIV,HIV_F,HIV_M,Hypertension,Hypertension_F,Hypertension_M,Risk_Tot,Risk_Age,Risk_High,Cases_MERS,Cases_SARS,WorldPop,WorldPop_Density,WorldPop_65
NA,8.904739681,10.14385714,1.585063338,5.178176403,348.28345,118.25399,618.32623,4.5,17.2,17.9,5914689.096,1.710232012,3.115123296,15801359.28,6.197898113,6.769569074,25076712.57,12.16768748,8.520878984,54467378.07,22.4226082,22.3259119,0.215657018,0.291754079,0.03871357,0,0,2434503,2.3509934,85486
NE,69.42405305,75.24583917,0.626100481,2.244590282,1343.5659,668.1665,1308.9604,2.4,5.5,8.6,41865112.08,1.786649357,1.705903942,147182984.7,5.941980915,6.339561952,6875714.381,0.31057151,0.262878435,650259972.2,27.703206,26.5444677,0.124368757,0.218507423,0.02330065,0,0,23971524,16.517529,613380
NG,72.88230876,75.09497946,1.566573501,2.78970623,72.69989,25.408609,68.160316,3.1,8.9,4.8,295328342.1,1.473078435,1.262584461,1447032202,6.529452915,6.849152786,275196475,1.437159998,1.114402264,3935214716,18.6242018,17.7910636,0.140760958,0.220836729,0.03043936,0,0,216223072,200.99638,6906270
NI,9.673393593,10.29467017,0.963139594,2.075089693,293.72842,170.59575,581.18384,11.4,23.7,NA,12826248.56,1.847573,1.90212621,38089652.67,5.456230741,5.679984343,1633335.501,0.163287929,0.316261419,117556074.5,16.2034054,18.1844109,0.185539673,0.215664371,0.03410195,0,0,6871035,47.886776,418654
NL,14.33887932,14.92419514,7.947118759,9.337916374,11.015059,5.4632435,70.459183,5.4,20.4,23.4,73706295.73,4.270575315,4.252737983,106036116.2,5.301443368,6.97773389,1813710.709,0.066909819,0.143608828,432887221.7,21.6875161,28.4407046,0.309376848,0.200242051,0.06101648,1,0,17306986,257.38358,3389600
NO,4.171130827,5.438006726,2.447779655,4.631200314,263.29022,86.107613,511.10559,5.3,23.1,18.4,20866501.03,4.015070645,4.010876395,37009082.81,6.455163007,7.772136794,343835.0232,0.054536436,0.077580937,129668135.4,20.977405,28.8518056,0.276976048,0.193672449,0.05289586,0,0,5199776,6.0060945,905258
NP,43.18953788,63.44584695,1.587138653,5.671988487,335.28049,156.90039,362.93683,7.2,4.1,31.9,154040703.4,3.960167841,3.565705984,225753680.1,4.839687493,6.280931348,4170947.262,0.06316353,0.144778038,1065874920,25.0458909,27.2515778,0.175074633,0.207468831,0.03727771,0,0,40839720,208.85182,2793981
NZ,2.196434771,4.006231855,0.553324223,3.52887392,226.53746,123.30612,726.0517,6.2,30.8,14.8,16339238.61,3.784152468,3.700952626,28033976.73,5.773216086,7.110298371,262954.539,0.026053984,0.096391918,87919044.86,17.8907257,22.5262875,0.240772533,0.170380675,0.04654567,0,1,4364458,10.502871,710564
OM,52.35762446,45.46847231,1.368786931,4.374331951,292.11609,145.28368,1051.0433,10.1,27,9.6,5242125.066,1.119619121,1.560028913,32260852.03,7.753791644,9.136427614,205183.8078,0.039067507,0.063618527,60040568,14.9803076,16.7082141,0.18955698,0.235944463,0.03224239,4,0,3728289,9.6551275,93440
PA,11.51234579,10.97392577,1.083150983,2.919965744,285.00439,218.74054,757.98547,7.7,22.7,6.9,6814224.702,1.553393803,1.828823021,22109024.2,5.365093202,5.613134359,2146103.193,0.273301005,0.788927113,77951716.34,17.1373889,21.544935,0.20735475,0.204241035,0.03524171,0,0,4027162,45.349392,335642
PE,12.96129812,31.7878159,1.709553957,7.105755329,145.54398,102.72936,383.75687,6.6,19.7,9.6,1375602.365,1.254181479,1.382420761,4668719.244,4.370569822,4.58133701,264585.1533,0.144576489,0.359647542,13138946.7,10.4258599,14.7107555,0.179253857,0.173204897,0.03543798,0,0,1042693,26.992483,96171
PG,5.921423199,5.978457403,0.776491046,1.139845252,1188.7401,823.94342,2210.0388,17.9,21.3,NA,29100886.1,3.461324671,2.8946462,60970209.75,6.433769848,6.854873901,9535315.575,1.201955232,0.882985085,186099910.6,20.3530311,20.2324516,0.237569856,0.306503522,0.04737246,0,0,9171236,16.816847,371562
PH,8.094086291,11.86836917,1.539964914,6.107502937,121.45258,76.842789,250.19727,7.1,6.4,24.3,268964686.1,1.725991405,3.388511146,684081147.3,6.396889653,6.628260369,27575253.76,0.115025076,0.408808273,2001466105,17.6881915,20.4117388,0.205678563,0.237561299,0.03933617,1,14,105032112,298.05307,5306471
PK,56.26610324,56.89790691,1.997956157,5.0235672,261.0192,203.61223,680.05908,19.9,8.6,20,624784709.2,2.39059326,2.99568057,1711237962,6.969456147,7.810348971,8990476.984,0.023978492,0.052856218,5876583913,23.7973339,26.9493723,0.166890337,0.220922932,0.03424986,0,0,231126080,196.26926,10509906
PL,19.82503627,21.21631061,5.196757317,6.982774734,34.58456,10.737084,107.14614,6.1,23.1,26,98862288.3,1.919003402,3.172369983,270990330.9,6.738324064,7.106515073,1443053.372,0.019986544,0.054933149,1342881773,30.6117789,38.2046354,0.318493678,0.209868118,0.0653223,0,0,39196280,66.624763,7218390
PT,8.129815484,8.567569161,3.675462008,6.683374882,156.00949,10.627745,98.804947,9.8,20.8,27.9,31846309.18,2.25682871,3.824986221,56839109.05,4.9464868,5.799935215,3746502.027,0.17744387,0.548429306,335976595.6,28.570502,35.0305547,0.339776985,0.208076641,0.06738098,0,0,10625818,76.586342,2371285
PY,8.643214224,7.995990522,1.170612097,3.88107729,370.16336,125.99651,734.16724,9.6,20.3,12.8,14101942.19,1.414890411,2.348431619,43042402.86,5.1498564,6.355861481,1816427.833,0.17419537,0.310360737,161996614.7,18.4064689,24.8745261,0.181545709,0.206161474,0.03493299,0,0,7493273,14.803046,505221
QA,51.84453316,56.42845253,6.926552773,17.22035408,56.787144,33.018456,285.55319,15.6,35.1,14,12664016.34,1.786077692,1.917142156,51832640.81,6.854112079,8.002443282,34004.74719,0.005871822,0.004780404,101716786.6,11.4831123,16.3758902,0.204288193,0.234062359,0.03366247,33,0,6722664,447.6106,117944
RO,14.61883331,15.509286,3.734638214,5.596422672,59.19165,27.21394,205.01826,6.9,22.5,25.5,88001798.52,1.661588635,3.573942368,260654622.4,6.921875446,8.494089225,2824891.712,0.071203495,0.096043834,1202498785,32.6390232,38.4484721,0.312981646,0.203049162,0.07134805,0,1,33893300,85.580498,6466988
RS,16.81951624,19.00135561,3.659790993,5.81068325,41.465515,20.971434,147.75357,9,21.5,40.6,22037360.25,2.713003494,3.621758692,57666794.14,7.645375851,8.90269154,171473.067,0.009914125,0.039962624,244900228.6,32.5023228,37.7724945,0.320982497,0.211862013,0.08079059,0,0,6983139,55.530155,1291321
RU,8.438950964,14.14287343,0.867717385,7.562550068,2153.8687,883.90796,2744.0242,6.1,23.1,28.3,295302916.7,1.403024577,2.934325959,1127026350,7.761426974,8.320543164,103888421.2,0.476182745,1.053120041,4464388161,29.4456938,34.5128774,0.319503297,0.230374213,0.07331579,0,1,140596976,3.3787088,21921128
RW,24.52446863,24.90787299,1.586269259,2.15955162,60.201508,15.042843,62.639145,5.1,5.8,13.3,25765641.32,1.71907809,2.096177099,84676138.11,6.233075342,6.301696135,29894589.07,2.633010508,1.78962047,264645500.5,19.9675442,19.2053733,0.14406142,0.212137864,0.02654479,0,0,13510832,475.23151,364198
SA,42.18707222,41.84664083,1.440440774,4.384817123,651.49451,458.2229,1131.3657,15.8,35.4,16.6,79881318.18,2.036053573,2.25603744,306279655.8,7.813679469,8.644913034,931576.9985,0.028089709,0.023147879,700850604.6,16.2387495,20.9761112,0.204479967,0.22683033,0.04067316,458,0,36924304,15.042521,1370439
SB,3.111233518,3.014445943,0.035047892,0.082372747,924.94312,726.63391,6444.5967,19,22.5,37.9,839369.0034,1.644832983,1.403890984,3716704.335,6.6609777,6.805582629,69820.11549,0.136654731,0.116934429,9416973.746,17.6720796,16.4903114,0.210408108,0.293376619,0.03447837,0,0,551828,16.420527,19218
SD,36.13415494,34.51910216,0.60186398,1.692900062,1338.0297,1114.0684,1915.4562,22.1,6.6,NA,82295766.49,1.74130635,2.109089069,367682160.5,8.015653059,9.19409468,13466992.89,0.343541336,0.288256549,1026781343,23.0497436,25.0292938,0.174496435,0.243656355,0.03035944,0,0,42686140,18.723856,1548412
SE,4.595763039,7.167540329,2.106477022,6.02080965,197.89499,59.38657,498.07288,4.8,20.6,28.8,35335397.38,3.566626788,3.405950095,71426263.46,6.660035194,7.434348637,494870.0845,0.035710439,0.061944138,262709272.2,22.3075856,29.5328683,0.311940148,0.209239091,0.06041234,0,3,10135501,9.0574884,2040648
SG,45.80871212,45.74592862,15.56328106,17.80053329,1.8938714,1.5363172,16.105341,5.5,6.1,16.5,7629954.209,0.935014565,2.484375024,23319664.87,4.818779305,5.586069799,286577.5848,0.034075006,0.094380149,74905299.3,13.7445246,19.7175983,0.270726884,0.191312033,0.04866992,0,238,4486291,5671.6699,674853
SI,13.84509371,14.64276085,3.151120186,4.726884842,41.55706,8.9751415,79.448975,5.9,20.2,22.7,4697763.311,1.604330264,2.712520868,16562177.31,6.891241177,8.296587633,24477.32036,0.003732396,0.018877935,83514169.52,34.8265115,41.7555798,0.327018787,0.200854888,0.06680176,0,0,2183542,65.252426,446441
SK,17.08967351,17.80515227,4.38517046,5.457112312,44.064159,13.586867,116.71828,6.5,20.5,32.3,11519645.92,1.572357898,2.689665056,40232227.38,6.543068301,8.279111694,31428.81909,0.003441519,0.0082372,180024331.7,29.2319972,37.0945136,0.308858518,0.211896255,0.06773022,0,0,5447615,63.127808,904392
SL,44.6568217,45.09906793,0.688749492,2.416504383,118.13803,21.481201,59.347931,2.4,8.7,19.8,12928093.78,2.045260876,1.768626978,47987561.13,6.890709286,7.285932308,8228772.68,1.428079219,0.995881345,157861816.6,23.2621069,23.3570465,0.151417054,0.229782356,0.03272741,0,0,6772595,78.872162,172757
SN,53.94881727,51.79078859,1.164983273,3.000544786,178.18372,44.158375,149.56947,2.4,8.8,9.1,29214548.99,1.709846351,1.88667394,108766218.6,6.462506049,6.924385345,6744405.554,0.534588937,0.291344206,373936701.9,23.0783681,22.9188036,0.139643939,0.221825624,0.02798556,0,0,16258253,68.647728,494296
SO,16.68362053,13.65745061,1.109764099,1.633253932,291.07013,73.428215,322.49652,5.1,8.3,NA,17430221.96,1.437303669,1.725626985,72328787.32,6.512291009,6.606684432,2853692.339,0.29739427,0.219765993,284644605.1,24.6587541,26.9805942,0.127331175,0.212856458,0.02505294,0,0,11027022,14.770324,304146
SR,12.43214053,13.62357572,1.013091564,2.4010849,1975.7893,1592.8578,4192.5713,12.5,26.4,NA,979355.3043,1.491103545,1.644945898,4579227.83,6.803817402,7.861300478,384547.8686,0.561693821,0.669930902,13567294.36,19.9413587,23.5105255,0.225731976,0.229460169,0.04732256,0,0,624747,3.6537883,42542
SS,25.16301231,22.25048298,0.823137045,1.021170855,331.24091,166.62872,295.27182,10.2,6.6,NA,26802236.45,1.494231803,1.698643814,116939326.2,6.896278607,7.047229636,27340705.23,1.92586965,1.344848609,NA,NA,NA,0.139903618,0.213774868,0.02903076,0,0,16770151,22.637863,558327
ST,15.67288194,15.70348296,0.019807976,0.019807976,167.99193,69.010246,113.11749,2.4,12.4,5.4,709514.6528,3.284716478,3.774604197,1600357.239,7.935782855,7.982507047,3477.471026,0.00849401,0.026169701,3953134.8,18.4364761,20.894115,0.150572773,0.228197297,0.02792251,0,0,201074,170.83603,5643
SV,12.22962154,12.29307299,2.735093117,4.068263054,38.644394,17.104216,109.43677,8.8,24.6,12.7,11595011.78,1.687045429,1.760286875,34926810.37,5.143089051,5.232443513,2476099.8,0.241466667,0.511397242,113567632.9,15.8738338,17.9824657,0.215438795,0.222121442,0.041264,0,0,6736342,275.14362,592332
SY,21.28045611,20.23718004,3.04929328,5.83835125,124.10313,98.868233,597.53516,13.5,27.8,NA,55803200.32,1.770680503,2.391423449,231026890.7,8.008972202,9.231410845,77087.57255,0.002183904,0.003562167,544300177.8,19.3611929,21.2638484,0.192180698,0.232053076,0.03572172,0,0,26791702,101.09008,1312302
SZ,9.816928838,9.977410085,2.207317114,2.588917255,57.353863,13.075278,78.79821,4.5,16.5,10.7,2986305.851,2.032861881,3.487535354,7397892.95,6.437436611,7.076962923,25123087.99,25.26915985,20.23366642,NA,NA,NA,0.286951244,0.385763355,0.04637189,0,0,1097640,48.426716,35134
TD,50.8976315,47.87655388,0.352398217,1.211822152,1228.8214,468.59064,988.97577,6,6.1,11.8,28510598.32,1.755909129,1.681978989,103106745.3,5.976612259,6.477685893,21678728.96,1.504620133,1.099753885,403384088.4,24.4592876,24.203915,0.127888129,0.225350868,0.02501876,0,0,16576186,10.751407,429745
TG,67.23551603,68.16588605,1.142765999,2.377069712,75.652939,29.803225,135.60948,2.4,8.4,7.6,17728284.63,1.875557468,2.186348513,58971820.9,6.441165569,7.059038726,14915788.58,2.118618251,1.268354436,191627965.1,21.8217058,21.9966485,0.150563195,0.226060706,0.03073515,0,0,8747429,129.88596,241289
TH,21.07087703,22.28798853,2.003316164,4.751708984,113.91986,30.945013,101.39594,7,10,22.8,159311438.5,1.402159709,2.888779947,417571556.3,5.400119832,5.776554543,48982853.73,0.547442287,0.76713378,1868332637,23.8336616,26.1872952,0.274912934,0.210333163,0.05239639,2,9,74772272,120.34926,9177435
TJ,24.91435887,36.31837756,2.084519863,5.93034935,588.45081,365.70731,921.62396,6.1,14.2,NA,17752275.81,1.799943292,1.98124961,71905069.45,6.611268509,8.692096754,502080.187,0.076772295,0.030635814,194052289.4,19.9657995,21.3721151,0.163951872,0.225721776,0.03367317,0,0,9385682,44.607059,355590
TL,9.650173689,10.08834914,1.125566125,2.165017843,163.67032,39.772007,106.905,6.7,3.8,38.2,3592832.634,2.237510043,2.902717192,8591195.869,5.851236119,6.45045809,449220.5701,0.249659934,0.392412416,29591265.23,21.4622225,20.9364425,0.167621437,0.230215704,0.03300961,0,0,1396039,79.17646,47606
TN,20.17488389,14.83297423,2.190366268,4.644551277,200.17056,112.39437,557.96741,8.5,26.9,26,25670131.87,1.543808935,2.877405722,89354004.1,7.110324323,8.267639611,302001.8068,0.021943663,0.03004532,264918845.7,22.4096191,23.1744201,0.237445218,0.219663823,0.04981336,2,0,11623968,53.360607,1022648
TR,15.87613465,16.99525334,3.454675436,7.03189373,73.96611,37.552265,277.27841,11.1,32.1,29.3,284732914.6,2.619489394,4.495536819,526944005.2,6.431828087,6.744150642,493504.4523,0.004098073,0.008231458,1586345095,20.4426575,19.2289113,0.237765964,0.224677344,0.04544678,1,0,80240488,69.21508,7055986
TT,5.849271492,5.887688091,1.556248903,2.515801191,60.435043,22.285503,85.288971,11,18.6,NA,1701824.066,0.80372056,1.69542484,10598088.29,7.274386949,8.259562688,852933.0144,0.634422943,0.615112046,37717703.03,26.5687062,28.70649,0.287529654,0.237700039,0.06080244,0,0,1365065,222.79495,146446
TZ,12.19214205,12.49954408,0.835088789,1.968522429,263.15286,85.436432,239.41547,5.7,8.4,13.3,75368182.04,1.313925102,1.363633082,387027830.8,6.791604863,6.95795402,206008001.2,4.397930839,2.918308255,1178091714,20.8580374,20.994306,0.137663924,0.218141419,0.02503896,0,0,56297808,53.963715,1738521
UA,13.91301656,14.5682679,3.356811047,5.136394024,58.850929,36.949013,209.41487,6.1,NA,25.5,94925425.2,1.396653643,3.089253627,352789837.8,7.780757851,8.419968717,24004392.16,0.437292765,0.681787466,1418268543,30.4114094,34.8759228,0.327719638,0.22787242,0.08004766,0,0,43699724,41.585991,7573280
UG,20.70104447,21.70863618,1.047019362,1.544017553,125.10016,40.151279,258.29788,2.5,5.3,9.8,68274942.49,1.411873619,1.827427962,272130034.3,6.416451364,6.487932883,214023824.9,5.775872093,4.366821374,822108405,18.959877,20.028101,0.138016053,0.236639784,0.02277663,0,0,42177372,173.13625,913702
US,6.287575989,8.394332557,2.625198603,9.195489883,1269.0768,552.40851,2004.4257,10.8,36.2,25.1,488915287.8,3.875953504,4.087717116,1016090350,7.98210583,8.570509238,58088517.77,0.257427997,0.694525494,2019186510,14.9656406,17.9534315,0.284804316,0.199800584,0.05841929,4,33,122832256,17.339632,18905654
UY,4.319824559,5.306359456,1.592363954,6.612765789,146.18602,51.428623,357.47305,7.3,27.9,21.8,11938048.62,2.652558739,4.578026101,17718566.61,4.946752142,5.702631214,1202142.071,0.189153074,0.545310078,81519433.21,22.2745786,26.7605041,0.255109813,0.193792378,0.05225062,0,0,3340727,13.635397,496691
UZ,30.87910087,33.72334732,1.825918436,4.793694019,511.7421,341.76935,1120.744,6.5,16.6,12.3,57448717.7,1.448873222,1.958349702,290521922.9,7.49493,9.735084374,2235592.004,0.061307168,0.07126775,729937151.8,20.7342738,22.5501231,0.204928308,0.2319541,0.04376117,0,0,33729744,50.208542,1656024
VE,14.17642517,14.19500137,1.265630364,3.21906352,1481.6549,1046.3588,1861.7778,7,25.6,NA,67462736.53,1.889329775,2.342030358,149772651.7,4.430303946,4.961980582,10435642.44,0.161091372,0.494377172,556387368.5,14.7948666,20.1081321,0.208570835,0.207399658,0.04328555,0,0,31901400,29.755188,2260556
VN,23.46651568,25.77046239,2.540946484,6.662252426,91.525276,62.504383,206.9846,6,2.1,NA,314843454.9,2.177594823,4.207602544,578328864.3,5.310120532,6.396741558,22720734.53,0.096351963,0.365456119,2200240989,21.5018618,23.014882,0.226866075,0.212579713,0.04272955,0,63,98877976,246.12982,7772058
YE,40.67463023,30.32659049,1.300950289,4.320763588,575.41827,342.09579,569.66577,5.4,17.1,20.9,64626643.7,1.855930974,2.41474263,253249674.1,7.752912296,8.996979601,763378.2376,0.016905818,0.033387541,681000619.6,22.4355201,22.6539733,0.160482047,0.236015734,0.02851975,1,0,30204364,54.946499,908214
ZA,7.929629159,11.4792315,2.065730333,5.820603371,139.52647,40.458424,285.80988,12.7,28.3,31.4,146653863.3,1.970930375,2.9328694,422230874.6,6.738276412,7.36209033,841024633.1,16.94060845,11.08528907,1436101592,24.3619864,23.5718764,0.274812673,0.30119706,0.05258729,0,1,59911772,36.822422,3406292
ZM,14.11510186,13.89913233,0.557668746,1.868895769,220.56245,94.400063,236.3976,4.5,8.1,14.7,31752816.98,1.537466115,1.858622092,119162707.3,6.385093882,6.365053261,175343170,10.73678938,8.035942942,364552977.6,18.0403139,20.9533591,0.164229545,0.2678761,0.02508217,0,0,18692100,20.976574,437770
ZW,10.10815132,10.12130734,1.100105882,2.357965469,138.20201,69.78083,167.60208,1.8,15.5,13.9,30777412.9,1.838364079,2.440302832,97955785.47,6.617619866,7.019589493,155974157.9,12.33147811,9.428397421,291135740.7,20.6764629,19.8804194,0.203005262,0.306500723,0.03479482,0,0,14360526,29.928238,405155
